"","ccAF","recat"
"1219","M/Early G1","G1"
"1220","G1","G1"
"1221","S/G2","G2M"
"1222","Neural G0","G1"
"1223","G2/M","M"
"1224","Neural G0","G1"
"1225","G1","G1"
"1226","G1","G1"
"1227","G1","G1"
"1228","S/G2","M"
"1229","M/Early G1","M"
"1230","G1","G1"
"1231","Late G1","G1"
"1232","G2/M","M"
"1233","S","G1"
"1234","G1","G1"
"1235","Late G1","G1"
"1236","Neural G0","G1"
"1237","Neural G0","G1"
"1238","G1","M"
"1239","Neural G0","G1"
"1240","G1","G1"
"1241","Late G1","G1"
"1242","G1","G1"
"1243","G1","G1"
"1244","M/Early G1","G1"
"1245","G1","G1"
"1246","M/Early G1","G1"
"1247","Late G1","G1"
"1248","G1","G1"
"1249","G1","G1"
"1250","S/G2","G1S"
"1251","M/Early G1","G1"
"1252","S","G1"
"1253","G1","G1"
"1254","G1","G1"
"1255","G1","G1"
"1256","Neural G0","S"
"1257","G2/M","M"
"1258","G1","G1"
"1259","S/G2","M"
"1260","G1","G1"
"1261","S/G2","G2M"
"1262","G1","G1"
"1263","G2/M","M"
"1264","G2/M","M"
"1265","G2/M","M"
"1266","G1","G2M"
"1267","G1","G1"
"1268","G1","G1"
"1269","Neural G0","G1"
"1270","G1","G1"
"1271","S","G1S"
"1272","G1","G1"
"1273","G1","G1"
"1274","M/Early G1","G1"
"1275","S","G1"
"1276","G1","G1"
"1277","G1","M"
"1278","Neural G0","G1"
"1279","G1","G1"
"1280","G1","G1"
"1281","M/Early G1","G1"
"1282","Neural G0","G1"
"1283","Late G1","G1"
"1284","G1","G1"
"1285","S","G1"
"1286","Late G1","G1"
"1287","S","G1"
"1288","Neural G0","G1"
"1289","Late G1","G1"
"1290","G1","G1"
"1291","Neural G0","G1"
"1292","M/Early G1","S"
"1293","Neural G0","G1"
"1294","S/G2","M"
"1295","G1","G1"
"1296","M/Early G1","G1"
"1297","Neural G0","G1"
"1298","G1","G1"
"1299","G2/M","G2M"
"1300","Neural G0","G1"
"1301","G1","G1"
"1302","G2/M","M"
"1303","G1","G1"
"1304","Neural G0","G1"
"1305","S/G2","M"
"1306","Neural G0","G1"
"1307","G2/M","M"
"1308","G1","G1"
"1309","S/G2","G1"
"1310","M/Early G1","G1"
"1311","G1","G1"
"1312","G1","G1"
"1313","S/G2","M"
"1314","G1","G1"
"1315","G1","G1"
"1316","G1","G1"
"1317","Neural G0","G1"
"1318","S/G2","G1S"
"1319","G1","G1"
"1320","G1","G1"
"1321","Neural G0","G1"
"1322","G1","G1"
"1323","G1","G1"
"1324","G2/M","G2M"
"1325","G1","G1"
"1326","S","G1"
"1327","S/G2","S"
"1328","G2/M","M"
"1329","Neural G0","G1"
"1330","G1","G1"
"1331","S","G1"
"1332","M/Early G1","G1"
"1333","G1","G1"
"1334","G2/M","M"
"1335","S/G2","G2"
"1336","S/G2","G2"
"1337","G2/M","M"
"1338","G2/M","M"
"1339","M/Early G1","G1"
"1340","S/G2","G2"
"1341","S","G1"
"1342","S/G2","G1"
"1343","S","G1"
"1344","G1","G1"
"1345","Neural G0","G1"
"1346","G1","G1"
"1347","S","S"
"1348","G1","G1"
"1349","G2/M","G2M"
"1350","S/G2","G1"
"1351","Neural G0","G1"
"1352","G1","G1"
"1353","G1","G1"
"1354","S","G1"
"1355","G1","G1"
"1356","M/Early G1","G1"
"1357","G2/M","M"
"1358","G1","G1"
"1359","G1","G1"
"1360","G1","M"
"1361","M/Early G1","G1"
"1362","G2/M","M"
"1363","G2/M","M"
"1364","G1","G1"
"1365","G2/M","M"
"1366","G1","G1"
"1367","G1","G1"
"1368","G1","G1"
"1369","G1","G1"
"1370","Neural G0","G1"
"1371","Neural G0","G1"
"1372","M/Early G1","G1"
"1373","Neural G0","G1"
"1374","G2/M","M"
"1375","Neural G0","G1"
"1376","M/Early G1","G2M"
"1377","S/G2","G1"
"1378","G2/M","M"
"1379","G1","G1"
"1380","G1","G1"
"1381","G1","G1"
"1382","Neural G0","G1"
"1383","S/G2","M"
"1384","G1","G1"
"1385","G1","G2M"
"1386","M/Early G1","G1"
"1387","S/G2","G1"
"1388","Neural G0","G1"
"1389","Neural G0","G1"
"1390","G2/M","M"
"1391","Neural G0","G1"
"1392","Neural G0","G1"
"1393","S","G1S"
"1394","Neural G0","G1"
"1395","G1","G1"
"1396","G1","G1"
"1397","G1","G1"
"1398","S/G2","G1"
"1399","G1","G1"
"1400","G2/M","G2M"
"1401","Neural G0","G1"
"1402","G1","G1"
"1403","S/G2","M"
"1404","Neural G0","G1"
"1405","G1","G1"
"1406","M/Early G1","G1"
"1407","G1","G1"
"1408","G1","G1"
"1409","G1","G1"
"1410","Neural G0","G1"
"1411","G1","G1"
"1412","G1","G1"
"1413","G1","G1"
"1414","Neural G0","G1"
"1415","Neural G0","G1"
"1416","G1","G1"
"1417","Neural G0","G1"
"1418","Neural G0","G1"
"1419","G1","G1"
"1420","M/Early G1","M"
"1421","G2/M","G2M"
"1422","G1","G1"
"1423","G1","G1"
"1424","Late G1","G1"
"1425","Late G1","G1"
"1426","G2/M","G2M"
"1427","Neural G0","G1"
"1428","S","G1S"
"1429","S","G1S"
"1430","G1","G1"
"1431","S/G2","S"
"1432","G1","G1"
"1433","S","G1S"
"1434","G2/M","G1"
"1435","S/G2","G2"
"1436","Neural G0","G1"
"1437","G1","G1"
"1438","G1","G1"
"1439","S","G1"
"1440","M/Early G1","G1"
"1441","S/G2","G1"
"1442","S/G2","M"
"1443","G1","G1"
"1444","G2/M","G1"
"1445","S","G1"
"1446","Neural G0","G1"
"1447","G1","G1"
"1448","G2/M","M"
"1449","Neural G0","G1"
"1450","Neural G0","G1"
"1451","G1","G1"
"1452","Neural G0","G1"
"1453","M/Early G1","G1S"
"1454","G1","G1"
"1455","S/G2","M"
"1456","Late G1","G1S"
"1457","G1","G1"
"1458","G1","G1"
"1459","G1","G1"
"1460","G1","G1"
"1461","G1","G1"
"1462","Late G1","G1"
"1463","G1","G1"
"1464","Neural G0","G1"
"1465","G1","G1"
"1466","G1","G1"
"1467","Neural G0","G1"
"1468","G1","G1"
"1469","S/G2","M"
"1470","Neural G0","G1"
"1471","Neural G0","G1"
"1472","S","G2"
"1473","G1","G1"
"1474","G1","G1"
"1475","Late G1","G1"
"1476","S/G2","G1"
"1477","G2/M","G1"
"1478","G1","G1"
"1479","G2/M","M"
"1480","G1","G1"
"1481","S","G2"
"1482","Neural G0","G1"
"1483","G1","G1"
"1484","G1","G1"
"1485","Late G1","G1"
"1486","G1","G1"
"1487","S/G2","G1"
"1488","G1","G1"
"1489","M/Early G1","G1"
"1490","S/G2","G1"
"1491","S","G1"
"1492","G1","M"
"1493","S/G2","M"
"1494","G1","G1"
"1495","Neural G0","G1S"
"1496","G1","G1"
"1497","G2/M","M"
"1498","G1","G1"
"1499","G2/M","M"
"1500","Late G1","G1"
"1501","G1","G1"
"1502","S/G2","G1"
"1503","G1","G1"
"1504","Neural G0","G1"
"1505","S/G2","M"
"1506","G1","G1"
"1507","G1","G1"
"1508","G1","G1"
"1509","S/G2","G1"
"1510","G1","G2M"
"1511","G1","G1"
"1512","G1","M"
"1513","G1","G1"
"1514","S/G2","M"
"1515","G2/M","M"
"1516","S/G2","M"
"1517","G1","G1"
"1518","G1","G1"
"1519","G1","G1"
"1520","G2/M","M"
"1521","G1","G1"
"1522","G1","G1"
"1523","G1","G1"
"1524","Neural G0","G1"
"1525","G1","G1"
"1526","M/Early G1","G1"
"1527","Neural G0","G1"
"1528","G1","G1"
"1529","Neural G0","G1"
"1530","Neural G0","G1"
"1531","G2/M","M"
"1532","G1","G1"
"1533","G1","G1"
"1534","Late G1","G1"
"1535","Neural G0","G1"
"1536","G2/M","M"
"1537","S/G2","M"
"1538","G1","G1"
"1539","G1","G1"
"1540","G2/M","M"
"1541","Late G1","G1"
"1542","G1","G1"
"1543","G2/M","G2M"
"1544","Neural G0","G1"
"1545","G1","G1"
"1546","M/Early G1","G1"
"1547","S/G2","G1"
"1548","S","G1S"
"1549","G1","G1"
"1550","S","G1"
"1551","G1","M"
"1552","S","G1"
"1553","G1","G1"
"1554","G1","G1"
"1555","Neural G0","G1"
"1556","G1","G1"
"1557","Neural G0","G1"
"1558","Neural G0","G1"
"1559","G1","G1"
"1560","M/Early G1","G1"
"1561","G1","G1"
"1562","M/Early G1","G1"
"1563","Late G1","G1"
"1564","G2/M","M"
"1565","G1","G1"
"1566","G1","G1"
"1567","Neural G0","G1"
"1568","S","G1"
"1569","G1","G1"
"1570","G1","G1"
"1571","M/Early G1","G1"
"1572","S","G1"
"1573","S/G2","M"
"1574","G2/M","M"
"1575","G1","G1"
"1576","G1","G1"
"1577","S/G2","G2"
"1578","Neural G0","G1"
"1579","G1","G1"
"1580","M/Early G1","G1"
"1581","G1","G1"
"1582","G1","G1"
"1583","G1","G1"
"1584","G2/M","M"
"1585","S/G2","G2M"
"1586","Neural G0","G1"
"1587","G1","G1"
"1588","Neural G0","G1"
"1589","G1","G1"
"1590","M/Early G1","G1"
"1591","Neural G0","G1"
"1592","G1","G1"
"1593","Neural G0","G1"
"1594","G1","G1"
"1595","S/G2","G1"
"1596","Neural G0","G1"
"1597","G1","G1"
"1598","Neural G0","G1"
"1599","G1","G1"
"1600","G1","G1"
"1601","S","S"
"1602","G1","G1"
"1603","Late G1","G1"
"1604","M/Early G1","G1"
"1605","S","G1S"
"1606","Neural G0","G1"
"1607","G1","G1"
"1608","S/G2","G1"
"1609","G1","G1"
"1610","G1","G1"
"1611","G1","G1"
"1612","G2/M","M"
"1613","G1","G1"
"1614","G1","G1"
"1615","G2/M","M"
"1616","G1","G1"
"1617","Late G1","G1"
"1618","G1","G1"
"1619","G1","G1"
"1620","S","G1"
"1621","G1","G1"
"1622","Neural G0","G1"
"1623","G1","G1"
"1624","S","G1"
"1625","G1","G1"
"1626","G1","G2M"
"1627","S/G2","G2M"
"1628","S/G2","G1S"
"1629","Neural G0","G1"
"1630","G1","G1"
"1631","S/G2","G2M"
"1632","S/G2","G1"
"1633","G2/M","M"
"1634","G1","M"
"1635","M/Early G1","G1"
"1636","G1","G2M"
"1637","G1","G1"
"1638","G2/M","M"
"1639","G2/M","G1"
"1640","Neural G0","G1"
"1641","S/G2","G1"
"1642","Neural G0","G1"
"1643","G1","G1"
"1644","G1","G1"
"1645","M/Early G1","G1"
"1646","Neural G0","G1"
"1647","M/Early G1","G1"
"1648","G2/M","M"
"1649","Neural G0","G1"
"1650","S/G2","G2M"
"1651","Late G1","G1"
"1652","G1","G1"
"1653","G1","G1"
"1654","M/Early G1","G1"
"1655","S/G2","G1"
"1656","S","G1"
"1657","G1","M"
"1658","S/G2","G2M"
"1659","S/G2","G2"
"1660","G1","G1"
"1661","M/Early G1","G1"
"1662","S","G1"
"1663","G1","G1"
"1664","G1","G1"
"1665","G1","G1"
"1666","G1","G1"
"1667","G1","G1"
"1668","G2/M","M"
"1669","S/G2","G1"
"1670","Neural G0","G1"
"1671","M/Early G1","G1"
"1672","S/G2","G1"
"1673","M/Early G1","G1"
"1674","Late G1","G1"
"1675","Neural G0","G1"
"1676","G1","G1"
"1677","G1","G1"
"1678","G1","G1"
"1679","G2/M","M"
"1680","Neural G0","G1"
"1681","G2/M","M"
"1682","S/G2","G2M"
"1683","G1","G1"
"1684","G2/M","M"
"1685","G1","G1"
"1686","S","G1"
"1687","G1","G1"
"1688","S/G2","G2M"
"1689","Neural G0","G1"
"1690","G1","G1"
"1691","G1","G1"
"1692","Neural G0","G1"
"1693","Neural G0","G1"
"1694","S","G1S"
"1695","G1","G1"
"1696","S/G2","G1"
"1697","M/Early G1","G1"
"1698","G1","G1"
"1699","Neural G0","G1"
"1700","M/Early G1","G1"
"1701","G1","G1"
"1702","Neural G0","G1"
"1703","G1","G1S"
"1704","Neural G0","G1"
"1705","Neural G0","G1"
"1706","G1","G1"
"1707","M/Early G1","G1"
"1708","G1","G1"
"1709","M/Early G1","G1"
"1710","Neural G0","G1"
"1711","G1","G1"
"1712","G1","G1"
"1713","Neural G0","G1"
"1714","S/G2","G1"
"1715","G1","G1"
"1716","G1","G1"
"1717","S","G1"
"1718","Neural G0","G1"
"1719","G1","G1"
"1720","Neural G0","G1"
"1721","G1","G1"
"1722","Neural G0","G1"
"1723","G1","G1"
"1724","G2/M","M"
"1725","G1","G1"
"1726","S/G2","M"
"1727","Neural G0","G1"
"1728","G1","G1"
"1729","G1","G1"
"1730","Neural G0","G1"
"1731","S","G1"
"1732","G2/M","M"
"1733","Neural G0","G1"
"1734","S","G1"
"1735","G1","G1"
"1736","G1","G1"
"1737","G2/M","M"
"1738","M/Early G1","G1"
"1739","S","G1"
"1740","G1","G1"
"1741","Neural G0","G1"
"1742","S","G1"
"1743","S/G2","G2M"
"1744","G1","G1"
"1745","M/Early G1","G1"
"1746","G1","G1"
"1747","G1","G1"
"1748","G1","G1"
"1749","G1","G1"
"1750","Neural G0","G1"
"1751","G1","G1"
"1752","Neural G0","G1"
"1753","S/G2","M"
"1754","G1","G1"
"1755","G2/M","M"
"1756","M/Early G1","G1"
"1757","Late G1","G1"
"1758","G1","G1"
"1759","Neural G0","M"
"1760","G1","G1"
"1761","G1","G1"
"1762","M/Early G1","G1"
"1763","S","G1"
"1764","G1","G1"
"1765","G1","G1"
"1766","G1","G1"
"1767","S/G2","G2M"
"1768","G1","G1"
"1769","M/Early G1","G1"
"1770","S/G2","S"
"1771","G1","G1"
"1772","G1","M"
"1773","S","G1"
"1774","G2/M","G1"
"1775","Neural G0","G1"
"1776","Neural G0","G1"
"1777","G1","G1"
"1778","G2/M","M"
"1779","Neural G0","G1"
"1780","G1","G2M"
"1781","Neural G0","G1"
"1782","G1","G1"
"1783","S","G1"
"1784","G2/M","M"
"1785","S/G2","G2M"
"1786","Late G1","G1"
"1787","Neural G0","G1"
"1788","Neural G0","G1"
"1789","G1","G1"
"1790","Neural G0","G1"
"1791","Neural G0","G1"
"1792","G1","G1"
"1793","G1","G1"
"1794","Neural G0","G1"
"1795","G1","G1"
"1796","G1","G1"
"1797","G1","G1"
"1798","G1","G1"
"1799","Neural G0","G1"
"1800","Late G1","G1"
"1801","G1","G1"
"1802","G1","G1"
"1803","G1","G1"
"1804","G1","G1"
"1805","G2/M","M"
"1806","G2/M","M"
"1807","Neural G0","G1"
"1808","S/G2","G1"
"1809","G1","G1"
"1810","S","G1"
"1811","Late G1","G1"
"1812","G1","G1"
"1813","G1","G1"
"1814","G1","G1"
"1815","G1","G1"
"1816","S","G1"
"1817","G1","G1"
"1818","S","G1"
"1819","Neural G0","G1"
"1820","Neural G0","G1"
"1821","G2/M","G2M"
"1822","G1","G1"
"1823","G1","G1"
"1824","S/G2","G1"
"1825","S/G2","G1"
"1826","G1","G1"
"1827","S","G1"
"1828","Neural G0","G1"
"1829","G1","G1"
"1830","M/Early G1","G1"
"1831","Neural G0","G1"
"1832","S","G1"
"1833","Neural G0","G1"
"1834","G2/M","M"
"1835","M/Early G1","G1"
"1836","Neural G0","G1"
"1837","G2/M","M"
"1838","G1","G1"
"1839","S","G1"
"1840","G1","G1"
"1841","Neural G0","G1"
"1842","S/G2","G1"
"1843","S/G2","S"
"1844","G1","G1"
"1845","M/Early G1","G1"
"1846","S/G2","G1"
"1847","S/G2","S"
"1848","Neural G0","G1"
"1849","G1","G1"
"1850","Late G1","G1"
"1851","G2/M","M"
"1852","G1","G1"
"1853","G2/M","M"
"1854","S","G1"
"1855","G1","G1"
"1856","G1","G1"
"1857","Late G1","G1"
"1858","G2/M","M"
"1859","S/G2","G2"
"1860","Neural G0","G1"
"1861","G1","G1"
"1862","Neural G0","G1"
"1863","G1","G1"
"1864","Neural G0","G1"
"1865","Neural G0","G1"
"1866","M/Early G1","M"
"1867","G1","G1"
"1868","S","G1"
"1869","G1","G1"
"1870","G1","G1"
"1871","G2/M","M"
"1872","M/Early G1","G1"
"1873","M/Early G1","G1"
"1874","S/G2","S"
"1875","M/Early G1","G1"
"1876","Neural G0","G1"
"1877","G1","G1"
"1878","Neural G0","G1"
"1879","G1","G1"
"1880","G1","G1"
"1881","S","G1"
"1882","G1","G1"
"1883","G1","G1"
"1884","G1","G1"
"1885","S/G2","M"
"1886","S/G2","G1"
"1887","Neural G0","G1"
"1888","G1","G1"
"1889","S/G2","G1"
"1890","G1","G1"
"1891","S","G1"
"1892","Neural G0","G1"
"1893","S/G2","M"
"1894","G1","G1"
"1895","G1","G1"
"1896","M/Early G1","G1"
"1897","S/G2","G2M"
"1898","M/Early G1","G1"
"1899","G1","G1"
"1900","S/G2","G2M"
"1901","Neural G0","G1"
"1902","G1","G1"
"1903","Late G1","G1"
"1904","G1","G1"
"1905","G1","G1"
"1906","G1","G1"
"1907","Late G1","G1"
"1908","Neural G0","G1"
"1909","G2/M","G1"
"1910","M/Early G1","G1"
"1911","G1","G1"
"1912","G1","G1"
"1913","G2/M","M"
"1914","Neural G0","G1"
"1915","G2/M","M"
"1916","G1","G1"
"1917","G1","G1"
"1918","S/G2","S"
"1919","G1","G1"
"1920","G1","G1"
"1921","G2/M","M"
"1922","G1","G1"
"1923","G1","G1"
"1924","M/Early G1","G1"
"1925","G1","G1"
"1926","Neural G0","G1"
"1927","Neural G0","G1"
"1928","Late G1","G1"
"1929","M/Early G1","G1"
"1930","G2/M","M"
"1931","Neural G0","G1"
"1932","G1","G1"
"1933","Neural G0","G1"
"1934","S/G2","G1S"
"1935","Neural G0","G1"
"1936","S/G2","G2M"
"1937","Late G1","S"
"1938","G2/M","M"
"1939","S/G2","G1S"
"1940","Neural G0","G1"
"1941","G1","G1"
"1942","Late G1","G1"
"1943","G1","G1"
"1944","Neural G0","G1"
"1945","Late G1","G2M"
"1946","M/Early G1","G1"
"1947","G1","G1"
"1948","M/Early G1","M"
"1949","Neural G0","G1"
"1950","G1","G1S"
"1951","G1","G1"
"1952","Neural G0","G1"
"1953","G2/M","G2M"
"1954","Late G1","G1"
"1955","G1","G1"
"1956","G1","G1"
"1957","S","S"
"1958","G1","G1"
"1959","Late G1","G1"
"1960","S/G2","G2"
"1961","Neural G0","M"
"1962","Neural G0","G1"
"1963","G1","G1"
"1964","G1","G1"
"1965","G1","G1"
"1966","G1","G1"
"1967","G1","G1"
"1968","Neural G0","G1"
"1969","Neural G0","G1"
"1970","G1","G1"
"1971","Neural G0","S"
"1972","S","M"
"1973","G1","G1"
"1974","G1","G1"
"1975","M/Early G1","G1"
"1976","G1","G1"
"1977","Neural G0","G1"
"1978","G1","G1"
"1979","S","G1"
"1980","G2/M","M"
"1981","S/G2","G1"
"1982","G1","G1"
"1983","G1","G1"
"1984","Neural G0","G1"
"1985","Neural G0","G1"
"1986","G1","G1"
"1987","Late G1","G1"
"1988","Late G1","G1"
"1989","Late G1","G1S"
"1990","G2/M","M"
"1991","S/G2","G1"
"1992","Late G1","G2M"
"1993","G1","G1"
"1994","S/G2","G1"
"1995","Neural G0","G1"
"1996","G1","G1"
"1997","G1","G1"
"1998","G1","G1"
"1999","Neural G0","G1"
"2000","G1","G1"
"2001","G1","G1"
"2002","G1","G1"
"2003","M/Early G1","G1"
"2004","G1","G1"
"2005","G1","G1"
"2006","Late G1","G1"
"2007","Neural G0","G1"
"2008","M/Early G1","M"
"2009","G1","G1"
"2010","G1","G1"
"2011","S","G1S"
"2012","G1","G1"
"2013","S","G1"
"2014","M/Early G1","M"
"2015","S","G1"
"2016","S/G2","G2"
"2017","G1","G1"
"2018","G2/M","M"
"2019","G2/M","G1"
"2020","Neural G0","G1"
"2021","S/G2","G2M"
"2022","G1","G1"
"2023","G1","G1"
"2024","G2/M","M"
"2025","S","G1"
"2026","M/Early G1","G1"
"2027","M/Early G1","G1"
"2028","S/G2","G2"
"2029","S/G2","G1"
"2030","M/Early G1","G1"
"2031","Neural G0","G1"
"2032","Neural G0","G1"
"2033","G1","G2M"
"2034","S/G2","G1"
"2035","S/G2","G1"
"2036","G2/M","M"
"2037","G1","M"
"2038","G1","G1"
"2039","Neural G0","G1"
"2040","G1","G1"
"2041","G1","G1"
"2042","S","G1"
"2043","G1","G1"
"2044","G1","G1"
"2045","G1","G1"
"2046","Neural G0","G1"
"2047","G1","G1"
"2048","G2/M","M"
"2049","Late G1","G1"
"2050","S","G1S"
"2051","Neural G0","G1"
"2052","Late G1","G1"
"2053","S/G2","G2"
"2054","G1","G1"
"2055","G1","G1"
"2056","Neural G0","G1"
"2057","G2/M","G2M"
"2058","S/G2","G1S"
"2059","G2/M","M"
"2060","G1","G1"
"2061","S/G2","G2"
"2062","G1","G1"
"2063","G1","G1"
"2064","G1","G1"
"2065","Neural G0","G1"
"2066","G1","G1"
"2067","G1","G1"
"2068","G1","G1"
"2069","M/Early G1","G1"
"2070","G1","G1"
"2071","S/G2","M"
"2072","G2/M","M"
"2073","S/G2","M"
"2074","Neural G0","G1"
"2075","M/Early G1","G1"
"2076","Neural G0","G1"
"2077","G1","G1"
"2078","Neural G0","G1"
"2079","Neural G0","G1"
"2080","M/Early G1","G1"
"2081","S/G2","G1"
"2082","G1","M"
"2083","G1","G1"
"2084","Neural G0","G1"
"2085","Neural G0","G1"
"2086","G1","G1"
"2087","M/Early G1","G1"
"2088","S","S"
"2089","G1","G1"
"2090","Neural G0","G1S"
"2091","S","G1"
"2092","G2/M","M"
"2093","S/G2","G1"
"2094","G1","G1"
"2095","S","G1"
"2096","Neural G0","G1"
"2097","S/G2","G2M"
"2098","G1","G1"
"2099","G1","G1"
"2100","G2/M","G1"
"2101","Neural G0","G1"
"2102","G1","G1"
"2103","G1","G1"
"2104","S/G2","G1"
"2105","M/Early G1","G1"
"2106","Neural G0","G1"
"2107","G1","G1"
"2108","S/G2","G1"
"2109","G2/M","M"
"2110","S/G2","G2M"
"2111","S/G2","G2M"
"2112","G1","G1"
"2113","G1","G1"
"2114","Neural G0","G1"
"2115","G1","G1"
"2116","M/Early G1","G1"
"2117","G1","G1"
"2118","M/Early G1","G1"
"2119","S","G1S"
"2120","G1","G1"
"2121","Neural G0","G1"
"2122","G2/M","M"
"2123","Neural G0","G1"
"2124","G2/M","M"
"2125","G1","G1"
"2126","G1","G1"
"2127","S","G1S"
"2128","Neural G0","G1"
"2129","G2/M","M"
"2130","G1","G1"
"2131","M/Early G1","G1"
"2132","G2/M","M"
"2133","G1","G1"
"2134","G1","G1"
"2135","Neural G0","G1"
"2136","Late G1","G1"
"2137","G1","S"
"2138","Late G1","G1"
"2139","S/G2","G1S"
"2140","Neural G0","G1"
"2141","M/Early G1","G2M"
"2142","M/Early G1","G1"
"2143","Neural G0","G1"
"2144","S/G2","G2"
"2145","G1","G1"
"2146","G1","G2M"
"2147","G2/M","M"
"2148","G1","G1"
"2149","S/G2","G1S"
"2150","S","G1"
"2151","G1","G1"
"2152","G1","G1"
"2153","G1","G1"
"2154","Neural G0","G1S"
"2155","G1","G1"
"2156","G1","G1"
"2157","Neural G0","G1"
"2158","S/G2","G2"
"2159","G1","G1"
"2160","G1","G1"
"2161","Late G1","G1"
"2162","G1","G1"
"2163","G1","G1"
"2164","Late G1","M"
"2165","G1","G1"
"2166","G1","G1"
"2167","G2/M","M"
"2168","G1","G1"
"2169","G1","G1"
"2170","Late G1","M"
"2171","S","G1"
"2172","G1","G1"
"2173","M/Early G1","G1"
"2174","G1","G1"
"2175","Late G1","G1"
"2176","G1","G1"
"2177","Neural G0","G1"
"2178","G1","G1"
"2179","Neural G0","G1"
"2180","Neural G0","G1"
"2181","Neural G0","G1"
"2182","M/Early G1","G1"
"2183","M/Early G1","G1"
"2184","S","G1S"
"2185","Neural G0","G1"
"2186","Neural G0","G1"
"2187","G1","G1"
"2188","S/G2","G1"
"2189","Neural G0","G1"
"2190","G1","G1"
"2191","G1","G1"
"2192","G1","G1"
"2193","G2/M","M"
"2194","G1","G1"
"2195","Late G1","G1"
"2196","G1","G1"
"2197","S/G2","G1"
"2198","S/G2","M"
"2199","S/G2","G2"
"2200","G1","G1"
"2201","Neural G0","G1"
"2202","M/Early G1","G1"
"2203","S/G2","G1"
"2204","G1","G1"
"2205","G2/M","M"
"2206","G2/M","M"
"2207","G1","G1"
"2208","G1","G1"
"2209","G1","G1"
"2210","Late G1","G1"
"2211","S/G2","G2M"
"2212","Neural G0","G1"
"2213","G1","G1"
"2214","S","G1"
"2215","G1","G1"
"2216","G1","G1"
"2217","Neural G0","G1"
"2218","M/Early G1","G1"
"2219","G1","G1"
"2220","G2/M","M"
"2221","Neural G0","G1"
"2222","G1","G1"
"2223","G2/M","M"
"2224","G1","G1"
"2225","M/Early G1","G1"
"2226","Neural G0","G1"
"2227","G1","G1"
"2228","G1","G1"
"2229","Late G1","G1"
"2230","G1","G1"
"2231","G1","G1"
"2232","Neural G0","G1"
"2233","Neural G0","G1"
"2234","G1","G1"
"2235","Neural G0","G1"
"2236","S/G2","M"
"2237","G1","G1"
"2238","S","G1"
"2239","M/Early G1","G1"
"2240","Neural G0","G1"
"2241","G1","G1"
"2242","Neural G0","G1"
"2243","Neural G0","G1"
"2244","G1","G1"
"2245","Neural G0","G1"
"2246","S/G2","M"
"2247","G1","G1"
"2248","G2/M","M"
"2249","Neural G0","G1"
"2250","G1","G1"
"2251","Neural G0","G1"
"2252","M/Early G1","G1"
"2253","G1","G1"
"2254","M/Early G1","G1"
"2255","M/Early G1","G1"
"2256","G1","G1"
"2257","G2/M","M"
"2258","S/G2","M"
"2259","S/G2","G2M"
"2260","Late G1","G1"
"2261","G1","G1"
"2262","S/G2","G1"
"2263","G1","G1"
"2264","Neural G0","G1"
"2265","S/G2","M"
"2266","S","G1"
"2267","G2/M","G1"
"2268","G2/M","G2M"
"2269","G1","G1"
"2270","Neural G0","G1"
"2271","Neural G0","G1"
"2272","G1","G1"
"2273","G1","G1"
"2274","G1","G1"
"2275","S/G2","G2M"
"2276","Neural G0","G1"
"2277","M/Early G1","G1"
"2278","G1","G1"
"2279","G1","G1S"
"2280","S/G2","M"
"2281","S","M"
"2282","Neural G0","G1"
"2283","Neural G0","G1"
"2284","Neural G0","G1"
"2285","G2/M","M"
"2286","Neural G0","G1"
"2287","G1","G1"
"2288","S/G2","G2"
"2289","Late G1","G1"
"2290","G2/M","M"
"2291","S","G1S"
"2292","G1","G1"
"2293","G2/M","M"
"2294","G1","G1"
"2295","G1","G1"
"2296","M/Early G1","G1"
"2297","Neural G0","G1"
"2298","G1","G1"
"2299","Neural G0","G1"
"2300","G1","G1"
"2301","Late G1","G1"
"2302","Neural G0","G1"
"2303","S","G1"
"2304","Late G1","G1"
"2305","G2/M","M"
"2306","G1","G1"
"2307","G1","G1"
"2308","G1","G1"
"2309","S/G2","M"
"2310","M/Early G1","G1"
"2311","G1","G1"
"2312","G1","G1"
"2313","S","G1"
"2314","M/Early G1","G1"
"2315","G1","G1"
"2316","G1","G1"
"2317","G1","G1"
"2318","M/Early G1","G1"
"2319","G1","G1"
"2320","G1","G1"
"2321","Late G1","G1"
"2322","M/Early G1","G1"
"2323","G1","G1"
"2324","G1","G1"
"2325","Neural G0","G1"
"2326","Neural G0","G1"
"2327","Neural G0","G1"
"2328","G1","G1"
"2329","G1","G2"
"2330","G1","G1"
"2331","G1","G1"
"2332","G1","G1"
"2333","G2/M","M"
"2334","S/G2","G1"
"2335","G1","G1S"
"2336","G2/M","M"
"2337","G1","G1"
"2338","G1","G1"
"2339","G1","G1"
"2340","G2/M","M"
"2341","G1","G1"
"2342","G1","G1"
"2343","Neural G0","G1"
"2344","M/Early G1","G1"
"2345","G2/M","M"
"2346","G1","G2M"
"2347","Neural G0","G1"
"2348","G2/M","M"
"2349","Neural G0","G1"
"2350","Late G1","G1"
"2351","Late G1","G1"
"2352","M/Early G1","G1"
"2353","S","G1"
"2354","M/Early G1","G1"
"2355","S/G2","G1"
"2356","Neural G0","G1"
"2357","S/G2","G1"
