"","Phase","recat"
"1369","G1","G1"
"1370","G1","S"
"1371","G1","G1"
"1372","G1","G1"
"1373","G2M","G1"
"1374","G1","G1"
"1375","G1","G1"
"1376","G1","G1"
"1377","S","G1"
"1378","G1","G1"
"1379","G2M","M"
"1380","G2M","M"
"1381","G1","G1"
"1382","G2M","M"
"1383","S","G1"
"1384","S","G1S"
"1385","G1","G1"
"1386","G2M","M"
"1387","S","G1"
"1388","S","M"
"1389","G2M","M"
"1390","G1","G1"
"1391","G1","G1"
"1392","G1","G1"
"1393","G1","G1"
"1394","S","G1"
"1395","G1","G1"
"1396","G1","G1"
"1397","S","G1"
"1398","G1","G1"
"1399","S","G1"
"1400","G1","G1"
"1401","G2M","M"
"1402","G1","G1"
"1403","S","G1"
"1404","G2M","G1"
"1405","S","G1"
"1406","G1","G1"
"1407","G1","G1"
"1408","G2M","M"
"1409","G1","G1"
"1410","S","G1"
"1411","G1","G1"
"1412","G1","G1"
"1413","S","G1"
"1414","S","G1"
"1415","G1","G1"
"1416","G1","G1"
"1417","G2M","M"
"1418","G2M","M"
"1419","G1","G1"
"1420","G1","G1"
"1421","G2M","M"
"1422","G1","G1"
"1423","G1","G1"
"1424","S","G1"
"1425","S","G1"
"1426","G1","G1"
"1427","S","G1"
"1428","G1","G1"
"1429","G1","G1"
"1430","S","G1"
"1431","G1","G1"
"1432","S","G1"
"1433","G1","G1"
"1434","G1","G1"
"1435","G1","G1"
"1436","G1","G1"
"1437","G2M","M"
"1438","G2M","G2M"
"1439","G1","G1"
"1440","G1","G1"
"1441","G1","G1"
"1442","S","G1"
"1443","S","G1S"
"1444","G1","G1"
"1445","G1","G1"
"1446","G1","G1"
"1447","G1","G1"
"1448","S","S"
"1449","G1","G1"
"1450","G1","G1"
"1451","S","G1S"
"1452","G1","G1"
"1453","G1","G1"
"1454","G1","G1"
"1455","G1","G1"
"1456","G2M","M"
"1457","G1","G1"
"1458","G1","G1"
"1459","G1","G1"
"1460","G2M","G1"
"1461","G1","G1"
"1462","G1","G1"
"1463","G1","G1"
"1464","G1","G1"
"1465","S","G1"
"1466","G2M","M"
"1467","S","G1S"
"1468","G1","G1"
"1469","S","G1"
"1470","G1","G1"
"1471","G1","G1"
"1472","G1","G1"
"1473","G1","G1"
"1474","G1","G1"
"1475","G2M","M"
"1476","G1","G1"
"1477","G1","G1"
"1478","G1","G1"
"1479","G2M","M"
"1480","S","G1S"
"1481","G1","G1"
"1482","G2M","M"
"1483","G1","G1"
"1484","G2M","M"
"1485","G1","G1"
"1486","S","G1"
"1487","S","G1"
"1488","G2M","G2M"
"1489","G1","G1"
"1490","G1","G1"
"1491","G1","G1"
"1492","G1","G1"
"1493","G1","G1"
"1494","S","G1"
"1495","G2M","M"
"1496","G1","G1"
"1497","G1","G1"
"1498","G2M","M"
"1499","S","G1"
"1500","G2M","M"
"1501","G1","G1"
"1502","G1","G1"
"1503","G1","G1"
"1504","G1","G1"
"1505","S","G1"
"1506","G1","G1"
"1507","G1","G1"
"1508","G1","G1"
"1509","G1","G1"
"1510","G1","G1"
"1511","G2M","M"
"1512","G1","G1"
"1513","G2M","G1"
"1514","G1","G1"
"1515","G2M","M"
"1516","G2M","M"
"1517","G2M","G2"
"1518","G1","G1"
"1519","G1","G1"
"1520","G1","G1"
"1521","S","G1"
"1522","G2M","G1"
"1523","G2M","G1"
"1524","G1","G1S"
"1525","G1","G1"
"1526","G1","G1"
"1527","G1","G1"
"1528","G2M","M"
"1529","G1","G1"
"1530","G1","G1"
"1531","G1","G1"
"1532","G2M","M"
"1533","G1","G1"
"1534","G2M","M"
"1535","G1","G1"
"1536","S","G1"
"1537","G1","G1"
"1538","G1","G1"
"1539","G1","G1"
"1540","S","G1"
"1541","G1","G1"
"1542","G1","G1"
"1543","G1","G1"
"1544","G1","G1"
"1545","G2M","M"
"1546","G2M","G2M"
"1547","G1","G1"
"1548","G1","G1"
"1549","G2M","M"
"1550","G1","G1"
"1551","S","G1S"
"1552","S","S"
"1553","G1","G1"
"1554","G1","G1"
"1555","G2M","M"
"1556","S","G1"
"1557","G1","G1"
"1558","S","G1"
"1559","G1","G1"
"1560","G1","G1"
"1561","G1","G1"
"1562","G1","G1"
"1563","G1","G1"
"1564","S","G1"
"1565","G2M","M"
"1566","G2M","M"
"1567","S","G1"
"1568","S","G1"
"1569","G1","G1"
"1570","S","G1"
"1571","G1","G1"
"1572","G2M","M"
"1573","G1","G1"
"1574","G1","G1"
"1575","G2M","M"
"1576","G1","G1"
"1577","G1","G1"
"1578","G1","G1"
"1579","G1","G1"
"1580","G1","G1"
"1581","G1","G1"
"1582","S","S"
"1583","G1","G1"
"1584","G2M","G1"
"1585","G1","G1"
"1586","G1","G1"
"1587","G1","G1"
"1588","G1","G1"
"1589","S","S"
"1590","G1","G1"
"1591","S","G1"
"1592","S","G1"
"1593","S","G1"
"1594","S","S"
"1595","S","G1"
"1596","G2M","M"
"1597","G1","G1"
"1598","G2M","M"
"1599","G1","G1"
"1600","G1","G1"
"1601","G1","G1"
"1602","G1","G1"
"1603","G2M","G2"
"1604","S","G1"
"1605","G1","G1"
"1606","G1","G1"
"1607","G2M","G1"
"1608","G1","G1"
"1609","G2M","M"
"1610","S","G1S"
"1611","G2M","M"
"1612","G1","G1"
"1613","G1","G1"
"1614","G1","G1"
"1615","G1","G1"
"1616","G1","G1"
"1617","G1","G2M"
"1618","G1","G1"
"1619","G2M","G2"
"1620","G1","G1"
"1621","G2M","G2M"
"1622","G2M","G2M"
"1623","S","G1"
"1624","G2M","G1"
"1625","G2M","G2M"
"1626","S","G1S"
"1627","S","G1S"
"1628","S","G1"
"1629","G1","G1"
"1630","G2M","G1"
"1631","G1","G1"
"1632","G1","G1"
"1633","G1","G1"
"1634","G1","G1"
"1635","G1","G1"
"1636","S","G1"
"1637","G2M","M"
"1638","G1","G1"
"1639","G1","G1"
"1640","G1","G1"
"1641","G1","G1"
"1642","S","G1S"
"1643","G1","G1"
"1644","G2M","M"
"1645","G2M","M"
"1646","S","G1"
"1647","G1","G1"
"1648","G1","G1"
"1649","G1","G1"
"1650","G1","G1"
"1651","G2M","G1"
"1652","G2M","M"
"1653","G2M","G2"
"1654","G1","G1"
"1655","G1","G1"
"1656","G1","G1"
"1657","S","G1"
"1658","G1","G1"
"1659","G1","G1"
"1660","G1","G1"
"1661","G1","G1"
"1662","G1","G1"
"1663","G2M","G1"
"1664","G1","G1"
"1665","G1","G1"
"1666","G1","G1"
"1667","G1","G1"
"1668","G1","G1"
"1669","G1","G1"
"1670","S","G1"
"1671","G1","G1"
"1672","S","G1"
"1673","G2M","G2M"
"1674","G1","G1"
"1675","S","G1"
"1676","G1","G1"
"1677","G2M","M"
"1678","G1","G1"
"1679","G1","G1"
"1680","G1","G1"
"1681","G1","G1"
"1682","G2M","G1"
"1683","G1","G1"
"1684","G1","G1"
"1685","G2M","M"
"1686","G2M","M"
"1687","S","G1"
"1688","G1","G1"
"1689","G1","G1"
"1690","G1","G1"
"1691","S","G1"
"1692","G2M","G2"
"1693","G2M","G1"
"1694","G1","G1"
"1695","G1","G1"
"1696","G1","G1"
"1697","G1","G1"
"1698","G1","G1"
"1699","G2M","G2M"
"1700","G2M","M"
"1701","S","S"
"1702","S","S"
"1703","G1","G1"
"1704","G1","G1"
"1705","G2M","M"
"1706","G1","G1"
"1707","G1","G1"
"1708","G1","G2M"
"1709","G1","G1"
"1710","G1","G1"
"1711","G1","G1"
"1712","G2M","M"
"1713","G2M","M"
"1714","G1","G1"
"1715","G2M","M"
"1716","S","G2"
"1717","S","G1"
"1718","G2M","G1"
"1719","G2M","G1"
"1720","G1","G1"
"1721","S","G1"
"1722","S","G1"
"1723","G1","G1"
"1724","G1","G1"
"1725","S","G1"
"1726","G1","G1"
"1727","G1","G1"
"1728","G1","G1"
"1729","S","G1"
"1730","G1","G1"
"1731","G1","G1"
"1732","G1","G1"
"1733","G1","G1"
"1734","G1","G1"
"1735","G1","G1"
"1736","G1","G1"
"1737","G2M","M"
"1738","S","G1"
"1739","S","S"
"1740","G1","G1"
"1741","G1","G1"
"1742","G2M","M"
"1743","G1","G1"
"1744","G1","G1"
"1745","G1","G1"
"1746","G1","G1"
"1747","G1","G1"
"1748","G1","G1"
"1749","G2M","G1"
"1750","G1","G1"
"1751","G1","G1"
"1752","S","S"
"1753","S","G1"
"1754","S","S"
"1755","G1","G1"
"1756","S","G1"
"1757","G1","G1"
"1758","G1","G1"
"1759","G2M","M"
"1760","G1","G1"
"1761","G2M","M"
"1762","G2M","G1"
"1763","S","G1"
"1764","G1","G1"
"1765","G1","G1"
"1766","G1","G1"
"1767","G1","G1"
"1768","G1","G1"
"1769","G2M","G1"
"1770","G1","G1"
"1771","G1","G1"
"1772","G1","G1"
"1773","G1","G1"
"1774","S","G1"
"1775","G2M","M"
"1776","G1","G1"
"1777","G1","G1"
"1778","G1","G1"
"1779","S","G1"
"1780","G1","G1"
"1781","G1","G1"
"1782","S","G1"
"1783","G2M","M"
"1784","G2M","G2M"
"1785","S","G1"
"1786","G2M","M"
"1787","G1","G1"
"1788","G1","G1"
"1789","G2M","S"
"1790","S","G1"
"1791","S","G1"
"1792","S","G1"
"1793","G1","G1"
"1794","G1","G1"
"1795","G2M","G1"
"1796","G1","G1"
"1797","S","G1"
"1798","S","G1"
"1799","G2M","M"
"1800","S","G1"
"1801","G2M","M"
"1802","S","G1S"
"1803","S","G1S"
"1804","G1","G1"
"1805","G2M","G1"
"1806","G1","G1"
"1807","G1","G1"
"1808","G1","G1"
"1809","S","G1"
"1810","S","G1"
"1811","G2M","M"
"1812","S","G1"
"1813","G1","G1"
"1814","S","G2M"
"1815","G1","G1"
"1816","S","G1"
"1817","G1","G1"
"1818","S","G1"
"1819","G1","G1"
"1820","G1","G1"
"1821","G1","G1"
"1822","G1","G1"
"1823","G1","G1"
"1824","S","G1"
"1825","G1","G1"
"1826","G1","G1"
"1827","G1","G1"
"1828","G1","G1"
"1829","G2M","G2M"
"1830","G1","G1"
"1831","G1","G1"
"1832","G1","G1"
"1833","G1","G1"
"1834","G1","G1"
"1835","G1","G1"
"1836","S","G1"
"1837","S","G1"
"1838","G2M","M"
"1839","G1","G1"
"1840","G1","G1"
"1841","G2M","G1"
"1842","G1","G1"
"1843","G1","G1"
"1844","G1","G1"
"1845","G1","G1"
"1846","G1","G1"
"1847","G1","G1"
"1848","G2M","G1"
"1849","S","G1"
"1850","G2M","M"
"1851","G1","G1"
"1852","G1","G1"
"1853","G2M","G2"
"1854","G2M","M"
"1855","G1","G1"
"1856","G1","G1"
"1857","G1","G1"
"1858","S","G1"
"1859","S","G1"
"1860","G1","G1"
"1861","G2M","M"
"1862","S","G1S"
"1863","G1","G1"
"1864","G1","G1"
"1865","G1","G1"
"1866","G1","G1"
"1867","G1","G1"
"1868","G1","G1"
"1869","S","G1"
"1870","G1","G1"
"1871","G1","G1"
"1872","G1","G1"
"1873","G1","G1"
"1874","G1","G1"
"1875","S","G1"
"1876","S","G1"
"1877","G1","G1"
"1878","G2M","M"
"1879","S","G1S"
"1880","G1","G1"
"1881","G1","G1"
"1882","G1","G1"
"1883","G1","G1"
"1884","G1","G1"
"1885","G2M","G2"
"1886","G1","G1"
"1887","G1","G1"
"1888","G1","G1"
"1889","G1","G1"
"1890","G1","G1"
"1891","G1","G1"
"1892","G1","G1"
"1893","G1","G1"
"1894","G2M","M"
"1895","G1","G1"
"1896","G2M","M"
"1897","G2M","G2M"
"1898","G1","G1"
"1899","S","S"
"1900","S","G1"
"1901","G2M","M"
"1902","G1","G1"
"1903","G2M","M"
"1904","G1","G1"
"1905","G1","G1"
"1906","S","G1"
"1907","G1","G1"
"1908","S","G1"
"1909","G1","G1"
"1910","G1","G1"
"1911","G1","G1"
"1912","G2M","M"
"1913","G2M","G1"
"1914","G1","G1"
"1915","S","G1"
"1916","G1","G1"
"1917","G2M","M"
"1918","G1","G1"
"1919","G1","G1"
"1920","G1","G1"
"1921","S","G1"
"1922","G1","G1"
"1923","G1","G1"
"1924","G1","G1"
"1925","G1","G1"
"1926","S","G1"
"1927","G1","G1"
"1928","G1","G1"
"1929","G1","G1"
"1930","G1","G1"
"1931","S","S"
"1932","S","G1"
"1933","G2M","M"
"1934","G1","G1"
"1935","G2M","M"
"1936","G1","G1"
"1937","G1","G1"
"1938","G1","G1"
"1939","G1","G1"
"1940","S","G1"
"1941","S","G1"
"1942","G1","G1"
"1943","G1","G1"
"1944","G1","G1"
"1945","S","M"
"1946","G1","G1"
"1947","G2M","G1"
"1948","G1","G1"
"1949","S","G1"
"1950","S","M"
"1951","S","M"
"1952","G2M","G2M"
"1953","S","G1"
"1954","G2M","M"
"1955","S","S"
"1956","G2M","G1"
"1957","G1","G1"
"1958","G1","G1"
"1959","G1","G1"
"1960","G1","G1"
"1961","G1","G1"
"1962","G1","G1"
"1963","G2M","G1"
"1964","G1","G1"
"1965","G2M","G2M"
"1966","G2M","M"
"1967","G2M","G1"
"1968","S","G1"
"1969","G1","G1"
"1970","S","G1"
"1971","S","G1S"
"1972","G1","M"
"1973","S","G1"
"1974","G1","G1"
"1975","G2M","M"
"1976","G2M","M"
"1977","G1","G1"
"1978","G1","G1"
"1979","G2M","M"
"1980","G1","G1"
"1981","G1","G1"
"1982","G1","G1"
"1983","G1","G1"
"1984","G2M","M"
"1985","S","G1S"
"1986","G1","G1"
"1987","G2M","M"
"1988","S","G1"
"1989","S","G1"
"1990","S","G1"
"1991","S","G1"
"1992","S","G1"
"1993","G1","G1"
"1994","S","G1"
"1995","G1","G1"
"1996","G2M","M"
"1997","G1","G1"
"1998","G2M","G1"
"1999","G1","G1"
"2000","G1","G1"
"2001","G1","G1"
"2002","G2M","G1"
"2003","G2M","G2M"
"2004","G1","G1"
"2005","S","S"
"2006","G2M","M"
"2007","S","G1"
"2008","G2M","M"
"2009","G1","G1"
"2010","S","G1S"
"2011","G2M","M"
"2012","G1","G1"
"2013","S","G1"
"2014","S","G1"
"2015","G1","G1"
"2016","G1","G1"
"2017","G1","G1"
"2018","G1","G1"
"2019","G1","G1"
"2020","G1","G1"
"2021","G1","G1"
"2022","G1","G1"
"2023","G2M","G1"
"2024","G1","G1"
"2025","G2M","M"
"2026","G1","G1"
"2027","S","S"
"2028","G1","G1"
"2029","G2M","M"
"2030","G1","G1"
"2031","G2M","G1"
"2032","G2M","M"
"2033","G1","G1"
"2034","S","G1S"
"2035","G1","G1"
"2036","G2M","G1"
"2037","G1","G1"
"2038","G1","G1"
"2039","G1","G1"
"2040","G1","G1"
"2041","G2M","M"
"2042","S","G1"
"2043","S","G1"
"2044","G1","G1"
"2045","G1","G1"
"2046","G1","G1"
"2047","G2M","G2M"
"2048","G1","G1"
"2049","G1","G1"
"2050","G1","G1"
"2051","G1","G1"
"2052","G1","G1"
"2053","G1","G1"
"2054","G1","G1"
"2055","G1","G1"
"2056","G2M","M"
"2057","G1","G1"
"2058","G1","G1"
"2059","S","G1S"
"2060","G1","G1"
"2061","G2M","M"
"2062","G1","G1"
"2063","G2M","G2"
"2064","G1","G1"
"2065","G1","G1"
"2066","G1","G1"
"2067","G1","G1"
"2068","G2M","M"
"2069","S","G1S"
"2070","G1","G1"
"2071","G1","G1"
"2072","G1","G1"
"2073","G2M","M"
"2074","G1","G1"
"2075","G2M","M"
"2076","G1","G1"
"2077","S","G1"
"2078","G1","G1"
"2079","G2M","G1"
"2080","G1","G1"
"2081","G1","G1"
"2082","G1","G1"
"2083","S","G1S"
"2084","G1","G1"
"2085","G2M","M"
"2086","G1","G1"
"2087","G1","G1"
"2088","G1","G1"
"2089","G1","G1"
"2090","S","G1"
"2091","G1","G1"
"2092","G1","G1"
"2093","G1","G1"
"2094","G1","G1"
"2095","G2M","G2M"
"2096","G1","G1"
"2097","S","G1S"
"2098","G2M","M"
"2099","G1","G1"
"2100","G1","G1"
"2101","G1","M"
"2102","G1","G1"
"2103","G1","G1"
"2104","G2M","G1"
"2105","G2M","M"
"2106","G1","G1"
"2107","G2M","G2M"
"2108","G1","G1"
"2109","G1","G1"
"2110","G2M","M"
"2111","G1","G1"
"2112","G2M","G1"
"2113","G1","G1"
"2114","G1","G1"
"2115","G1","G1"
"2116","G1","G1"
"2117","G1","G1"
"2118","G2M","M"
"2119","G1","G1"
"2120","S","G2"
"2121","G2M","M"
"2122","S","G1"
"2123","G1","G1"
"2124","S","G1"
"2125","S","G1"
"2126","G2M","M"
"2127","S","G1"
"2128","G2M","M"
"2129","G1","G1"
"2130","S","G1"
"2131","G1","G1"
"2132","G1","G1"
"2133","G1","G1"
"2134","G1","G1"
"2135","G2M","G2M"
"2136","S","G1"
"2137","G2M","M"
"2138","G1","G1"
"2139","G2M","M"
"2140","G1","G1"
"2141","G1","G1"
"2142","G1","G1"
"2143","G1","G1"
"2144","G1","G1"
"2145","G2M","G2"
"2146","S","G1"
"2147","S","G1"
"2148","G1","G1"
"2149","G1","G1"
"2150","S","G1S"
"2151","S","G1"
"2152","G1","G1"
"2153","G2M","S"
"2154","G1","G1"
"2155","G2M","M"
"2156","G1","G1"
"2157","G2M","M"
"2158","G1","G1"
"2159","G2M","M"
"2160","G1","G1"
"2161","S","G1"
"2162","S","G1"
"2163","G2M","G2"
"2164","S","G1"
"2165","G1","G1"
"2166","G2M","G2M"
"2167","G2M","M"
"2168","S","G1"
"2169","G1","G1"
"2170","G1","G1"
"2171","G1","G1"
"2172","G1","G1"
"2173","S","G1"
"2174","S","G1"
"2175","G1","G1"
"2176","G1","G1"
"2177","G1","G1"
"2178","S","G1"
"2179","S","G1"
"2180","G1","G1"
"2181","S","G1"
"2182","G1","G1"
"2183","G1","G1"
"2184","G1","G1"
"2185","S","G1"
"2186","G1","G1"
"2187","S","G1"
"2188","G2M","M"
"2189","G1","G1"
"2190","G2M","M"
"2191","G1","G1"
"2192","G1","G1"
"2193","G2M","G2"
"2194","G1","G1"
"2195","G2M","G2M"
"2196","G1","G1"
"2197","G1","G1"
"2198","G1","G1"
"2199","G2M","M"
"2200","G2M","M"
"2201","G2M","M"
"2202","G2M","M"
"2203","S","G1"
"2204","G2M","M"
"2205","G2M","G2M"
"2206","G2M","G1"
"2207","S","G1"
"2208","G1","G1"
"2209","S","G1S"
"2210","G2M","M"
"2211","G2M","M"
"2212","G1","G1"
"2213","G1","G1"
"2214","G1","G1"
"2215","G2M","G1"
"2216","G1","G1"
"2217","G2M","M"
"2218","G1","G1"
"2219","G2M","M"
"2220","G1","G1"
"2221","G1","G1"
"2222","G1","G1"
"2223","G2M","M"
"2224","G2M","M"
"2225","S","G1"
"2226","G1","G1"
"2227","G2M","M"
"2228","G1","G1"
"2229","G1","G1"
"2230","G1","G1"
"2231","G2M","G1"
"2232","G1","G1"
"2233","G1","G1"
"2234","G2M","M"
"2235","G1","G1"
"2236","G2M","M"
"2237","G2M","G2M"
"2238","S","G1"
"2239","G1","G1"
"2240","G1","G1"
"2241","G1","G1"
"2242","G1","G1"
"2243","S","G2"
"2244","S","G1"
"2245","G2M","M"
"2246","G1","G1"
"2247","G1","G1"
"2248","G1","G1"
"2249","G1","G1"
"2250","G2M","G2M"
"2251","G2M","G1"
"2252","G1","G1"
"2253","G1","G1"
"2254","G1","G1"
"2255","G1","G1"
"2256","G1","G1"
"2257","G1","G1"
"2258","G1","G1"
"2259","G1","G1"
"2260","G1","G1"
"2261","G2M","M"
"2262","S","G1S"
"2263","G1","G1"
"2264","G1","G1"
"2265","S","G1"
"2266","G1","G1"
"2267","S","G1"
"2268","G1","G1"
"2269","S","G1"
"2270","S","G1"
"2271","G1","G1"
"2272","G1","G1"
"2273","G1","G1"
"2274","G1","G1"
"2275","G1","G1"
"2276","S","G1"
"2277","G1","G1"
"2278","G2M","M"
"2279","G1","G1"
"2280","S","G1"
"2281","S","G1"
"2282","G1","G1"
"2283","G1","G1"
"2284","G2M","M"
"2285","G2M","G1"
"2286","G2M","S"
"2287","G1","G1"
"2288","G1","G1"
"2289","S","S"
"2290","S","G1S"
"2291","G1","G1"
"2292","G2M","G1S"
"2293","G1","G1"
"2294","G1","G1"
"2295","G1","G1"
"2296","S","G1"
"2297","G1","G1"
"2298","S","G1"
"2299","G1","S"
"2300","G1","G1"
"2301","G1","G1"
"2302","G1","G1"
"2303","G1","G1"
"2304","G1","G1"
"2305","G1","G1"
"2306","S","G1"
"2307","G1","G1"
"2308","G2M","M"
"2309","G2M","G2M"
"2310","G1","G1"
"2311","G2M","G2M"
"2312","G2M","M"
"2313","G1","G1"
"2314","S","G1"
"2315","S","G1"
"2316","G1","G1"
"2317","G1","G1"
"2318","S","G1"
"2319","S","G1"
"2320","G1","G1"
"2321","G2M","G2M"
"2322","S","G1"
"2323","G1","G1"
"2324","G2M","G1"
"2325","S","G1"
"2326","G1","G1"
"2327","G1","G1"
"2328","S","G1"
"2329","G2M","M"
"2330","G1","G2M"
"2331","S","G1"
"2332","S","G1"
"2333","G1","G1"
"2334","G2M","M"
"2335","G1","G1"
"2336","S","G1"
"2337","G2M","G2"
"2338","G1","G1"
"2339","G1","G1"
"2340","G1","G1"
"2341","S","G1"
"2342","G1","G1"
"2343","S","G1"
"2344","G1","G1"
"2345","G2M","M"
"2346","G1","G1"
"2347","G2M","M"
"2348","G1","G1"
"2349","G1","G1"
"2350","G1","G1"
"2351","G1","G1"
"2352","S","G1S"
"2353","G1","G1"
"2354","G2M","G1"
"2355","G1","G1"
"2356","G2M","M"
"2357","S","G1"
"2358","G1","G1"
"2359","S","G1"
"2360","G1","G1"
"2361","G1","G1"
"2362","G1","G1"
"2363","G2M","M"
"2364","G1","G1"
"2365","G1","G1"
"2366","G2M","M"
"2367","S","S"
"2368","G2M","G2M"
"2369","G1","G1"
"2370","S","G1"
"2371","G2M","G2M"
"2372","S","G1"
"2373","S","G1"
"2374","G1","G1"
"2375","G1","G1"
"2376","G2M","G2M"
"2377","G2M","M"
"2378","G2M","M"
"2379","G1","G1"
"2380","G2M","M"
"2381","S","G1"
"2382","S","G1"
"2383","G1","G1"
"2384","G1","G1"
"2385","G1","G1"
"2386","S","G1S"
"2387","G1","G1"
"2388","G1","G1"
"2389","G2M","M"
"2390","S","G1"
"2391","G1","G1"
"2392","G1","G1"
"2393","G1","G1"
"2394","G1","G1"
"2395","G1","G1"
"2396","S","G1"
"2397","G1","G1"
"2398","G1","G1"
"2399","S","G1"
"2400","G1","G1"
"2401","G1","G1"
"2402","G1","G1"
"2403","G1","M"
"2404","S","G1"
"2405","S","G1"
"2406","G1","G1"
"2407","G1","G1"
"2408","S","G1"
"2409","G1","G1"
"2410","G1","G1"
"2411","G1","G1"
"2412","G2M","M"
"2413","S","G1S"
"2414","G2M","M"
"2415","S","G1"
"2416","G1","G1"
"2417","G1","G1"
"2418","G1","G1"
"2419","G1","G1"
"2420","S","G1S"
"2421","G1","G1"
"2422","G1","G1"
"2423","G2M","G1"
"2424","G1","G1"
"2425","G1","G1"
"2426","G1","G1"
"2427","G1","G1"
"2428","G1","G1"
"2429","G2M","G1"
"2430","G1","G1"
"2431","G1","G1"
"2432","G1","G1"
"2433","G2M","M"
"2434","G2M","G2M"
"2435","G1","S"
"2436","G1","G1"
"2437","G1","G1"
"2438","G1","G1"
"2439","G1","G1"
"2440","G1","G1"
"2441","S","M"
"2442","G1","G1"
"2443","G1","G1"
"2444","S","G1"
"2445","S","G1S"
"2446","G2M","M"
"2447","G1","G1"
"2448","G1","G1"
"2449","G1","M"
"2450","S","G1"
"2451","G1","G1"
"2452","S","G1"
"2453","G2M","G1"
"2454","G2M","G2M"
"2455","G1","G1"
"2456","G1","G1"
"2457","G1","G1"
"2458","G1","G1"
"2459","G2M","G1"
"2460","S","G1"
"2461","G1","G1"
"2462","G1","G1"
"2463","G1","G1"
"2464","S","S"
"2465","G2M","G1"
"2466","G1","G1"
"2467","S","G1"
"2468","G1","G1"
"2469","G1","G1"
"2470","G1","G1"
"2471","G1","G1"
"2472","G2M","M"
"2473","G2M","M"
"2474","S","G1"
"2475","G1","G1"
"2476","S","G1S"
"2477","G1","G1"
"2478","G1","G1"
"2479","S","G1"
"2480","G2M","G2M"
"2481","G1","G1"
"2482","G1","G1"
"2483","G1","G1"
"2484","G1","G1"
"2485","G2M","M"
"2486","G2M","G2M"
"2487","G1","G1"
"2488","S","G1"
"2489","G2M","M"
"2490","S","G2M"
"2491","G1","G2M"
"2492","S","G1"
"2493","G1","G1"
"2494","G1","G1"
"2495","S","G1"
"2496","S","G1"
"2497","G2M","G2"
"2498","G1","G1"
"2499","G1","G1"
"2500","G1","G1"
"2501","G2M","G2M"
"2502","G2M","G1"
"2503","G2M","M"
"2504","G1","G1"
"2505","G1","G1"
"2506","S","G1"
"2507","G1","G1"
"2508","S","G1"
"2509","G1","G1"
"2510","G2M","M"
"2511","S","G1"
"2512","S","G1"
"2513","G2M","G1"
"2514","G1","G1"
"2515","G2M","M"
"2516","G1","G1"
"2517","G2M","M"
"2518","G1","G1"
"2519","G1","G1"
"2520","G1","G1"
"2521","G2M","M"
"2522","G1","G1"
"2523","S","G1"
"2524","G1","G1"
"2525","G1","G1"
"2526","G2M","M"
"2527","G2M","M"
"2528","G2M","G2M"
"2529","G1","G1"
"2530","S","S"
"2531","G1","G1"
"2532","G2M","G1"
"2533","G2M","G1"
"2534","G1","G1"
"2535","S","G1"
"2536","S","M"
"2537","G2M","M"
"2538","G2M","G2"
"2539","G1","G1"
"2540","G1","G1"
"2541","S","G1"
"2542","G1","G1"
"2543","G1","G1"
"2544","G1","G1"
"2545","G1","G1"
"2546","G1","G1"
"2547","S","G1"
"2548","G1","G1"
"2549","S","S"
"2550","G1","G1"
"2551","S","G2"
"2552","G1","G1"
"2553","S","G1S"
"2554","G1","G1"
"2555","G1","G1"
"2556","G2M","M"
"2557","G1","G1"
"2558","S","G1"
"2559","G1","G1"
"2560","G1","G1"
"2561","S","G1"
"2562","G2M","M"
"2563","G2M","M"
"2564","S","G1"
"2565","S","G1"
"2566","S","M"
"2567","G2M","M"
"2568","S","G1S"
"2569","S","G1"
"2570","S","G1"
"2571","G1","G1"
"2572","G2M","G1"
"2573","G1","G1"
"2574","G2M","M"
"2575","G1","G1"
"2576","S","G1S"
"2577","G1","G1"
"2578","G2M","M"
"2579","G1","G1"
"2580","G2M","M"
"2581","G1","G1"
"2582","G2M","M"
"2583","G1","G1"
"2584","G2M","G2M"
"2585","G2M","M"
"2586","S","G1"
"2587","S","G1"
"2588","G2M","M"
"2589","S","G1"
"2590","G1","G1"
"2591","S","G1"
"2592","G1","G1"
"2593","G2M","G2M"
"2594","G1","G1"
"2595","G2M","M"
"2596","G2M","G2M"
"2597","G1","G1"
"2598","S","G1"
"2599","G2M","M"
"2600","S","G1"
"2601","G1","G1"
"2602","S","G1S"
"2603","G1","G1"
"2604","G1","G1"
"2605","S","G1"
"2606","G1","G1"
"2607","G1","G1"
"2608","G1","G1"
"2609","G2M","M"
"2610","G1","G1"
"2611","G1","M"
"2612","G1","G1"
"2613","S","G1"
"2614","G1","G1"
"2615","S","G1"
"2616","G1","G1"
"2617","S","G1"
"2618","S","G1"
"2619","G1","G1"
"2620","G2M","G1"
"2621","G1","G1"
"2622","G1","G1"
"2623","S","G1"
"2624","G2M","G2M"
"2625","G2M","G1"
"2626","G1","G1"
"2627","G1","G1"
"2628","S","G1"
"2629","G1","G1"
"2630","G1","G1"
"2631","G1","G1"
"2632","G2M","G1"
"2633","G1","G1"
"2634","G1","G1"
"2635","G1","G1"
"2636","G1","G1"
"2637","G1","G1"
"2638","G1","G1"
"2639","G1","G1"
"2640","G2M","M"
"2641","G1","G1"
"2642","G1","G1"
"2643","G2M","M"
"2644","G1","G1"
"2645","G1","G1"
"2646","G2M","M"
"2647","G1","G1"
"2648","G1","G1"
"2649","G1","G1"
"2650","G1","G1"
